"longitude","latitude","housingMedianAge","totalRooms","totalBedrooms","population","households","medianIncome","medianHouseValue"
-121.73,37.71,12,5608,1049,2595,1067,3.9864,200200
-121.75,37.71,11,12070,2220,5826,2125,4.8624,192400
-121.82,37.69,12,1906,351,802,319,4.9375,227700
-121.77,37.68,36,1687,372,950,372,3.5532,158400
-121.78,37.69,35,2853,588,1761,572,4.3533,168400
-121.76,37.7,9,3980,736,1705,679,5.7068,256700
-121.75,37.69,26,2647,536,1422,522,3.7212,183800
-121.76,37.68,35,1864,357,1189,349,4.2361,177500
-121.73,37.68,17,20354,3493,8768,3293,5.4496,238900
-121.78,37.68,17,3112,872,1392,680,3.0222,172500
-121.77,37.67,20,8068,1217,3489,1259,5.7907,264200
-121.76,37.67,6,3023,518,1225,468,6.3705,350000
-121.78,37.67,26,2211,344,1024,321,5.2649,199800
-121.78,37.67,28,1773,278,804,269,4.8571,201100
-120.56,38.48,14,3545,702,946,411,3.4609,120900
-120.59,38.45,13,2944,558,1091,466,3,119000
-120.55,38.46,16,1443,249,435,181,3.2031,129200
-120.55,38.43,18,1564,357,618,277,2.3549,108900
-120.79,38.54,34,1133,254,495,187,2.05,68900
-120.8,38.51,23,1001,195,369,157,3.125,96400
-120.76,38.47,17,1521,309,607,240,3.5,123800
-120.69,38.44,13,1473,265,597,228,4.2917,121300
-120.93,38.5,15,1248,234,529,216,3.3393,107200
-120.97,38.42,16,1748,322,4930,287,4.3029,121900
-120.88,38.32,18,2791,492,1187,438,3.2589,103000
-120.93,38.26,13,2084,449,834,305,3.2937,114200
-120.72,38.38,9,1787,347,806,306,2.525,157200
-120.8,38.31,37,1341,256,533,242,3.2135,123600
-121.82,39.76,23,6010,1116,2710,1149,3.0068,107300
-121.86,39.78,12,7653,1578,3628,1494,3.0905,117800
-121.85,39.77,17,5273,1177,2446,1199,1.9362,89900
-121.86,39.76,19,7254,1785,4030,1667,2.0094,87300
-121.88,39.74,12,14631,3298,7517,3262,1.6785,153100
-121.87,39.75,22,1707,296,822,297,3.6625,126600
-121.86,39.75,18,1651,309,856,293,3.5046,118300
-121.87,39.74,7,1737,290,747,265,3.9,147000
-121.85,39.75,39,568,127,267,129,1.8095,78100
-121.85,39.74,39,1139,265,623,264,2.2833,85800
-121.85,39.73,17,3425,827,2469,758,0.9393,88900
-121.86,39.74,13,3494,843,1571,784,1.1019,120200
-121.84,39.74,43,2976,599,1181,560,2.2621,85100
-121.82,39.75,29,7744,1375,3316,1365,3.0253,111400
-121.8,39.75,11,7212,1355,3264,1264,3.1125,122600
-121.79,39.73,8,5690,1189,2887,1077,3.0625,116300
-121.84,39.73,52,957,263,513,223,1.3672,55000
-121.83,39.73,52,1741,401,753,377,2.0064,77900
-121.85,39.72,18,7272,1559,5022,1524,1.6911,98800
-121.81,39.71,18,1222,250,708,281,2.0288,116700
-121.68,39.82,15,3996,748,1786,728,3.5189,141300
-121.51,39.97,22,1468,285,611,235,2.3036,73000
-121.59,39.86,14,1527,269,665,261,2.8657,119600
-121.58,39.83,16,4591,904,1904,812,2.2419,93200
-121.6,39.8,10,1742,307,721,312,2.4537,117900
-121.62,39.79,11,3835,727,1456,658,2.5374,97200
-121.59,39.82,12,1958,369,875,354,2.3507,97600
-121.6,39.83,12,3744,699,1532,660,2.3079,95300
-121.63,39.82,11,3974,727,1610,634,2.6147,107700
-121.59,39.79,20,743,171,395,168,1.625,88300
-121.59,39.78,16,2754,570,1063,543,1.4048,86500
-121.59,39.78,18,945,205,385,207,2.1838,58000
-121.6,39.77,26,1503,343,699,296,1.875,84000
-121.57,39.8,23,790,137,365,152,2.1912,115200
-121.57,39.78,18,2221,459,952,440,2.0458,105700
-121.59,39.77,24,1535,276,664,273,2.3068,97300
-121.57,39.76,20,1384,257,557,232,2.0882,104900
-121.58,39.76,19,2487,485,1110,453,3.1061,110200
-121.6,39.77,23,2263,497,1138,455,2.3403,87300
-121.6,39.76,22,2447,556,1157,556,1.8245,85500
-121.61,39.76,31,2431,512,1026,427,2.5428,85000
-121.62,39.77,23,1759,366,788,359,1.8125,93500
-121.62,39.75,20,1173,261,523,258,1.0625,92800
-121.63,39.75,37,1296,296,569,257,1.8616,70500
-121.71,39.71,17,2748,556,1174,514,3.066,102600
-121.57,39.74,17,1619,292,705,285,2.4623,126100
-121.6,39.68,15,1677,345,844,330,2.3958,111200
-121.41,39.72,17,1583,331,730,306,2.3895,87500
-121.19,39.55,17,1483,284,481,211,1.4896,83300
-121.56,39.52,9,818,197,358,197,1.7708,79500
-121.54,39.6,15,886,204,576,205,2.1467,84100
-121.46,39.54,14,5549,1000,1822,919,2.9562,142300
-121.47,39.49,17,1554,242,553,230,3.2174,91800
-121.53,39.52,30,1030,161,448,159,2.4821,73800
-121.52,39.51,30,3085,610,1688,575,2.334,72200
-121.55,39.51,39,1551,353,684,310,2.0357,57600
-121.55,39.51,48,827,198,396,161,0.8024,58300
-121.55,39.51,50,1050,288,485,260,1.1607,51700
-121.56,39.51,47,1064,245,603,190,1.3654,57900
-121.58,39.51,24,1865,372,1087,385,1.6389,56700
-121.62,39.5,18,2105,416,974,385,1.6346,63300
-121.61,39.52,24,1610,324,909,323,1.8661,59800
-121.57,39.48,15,202,54,145,40,0.8252,42500
-121.55,39.5,26,3215,827,2041,737,1.0585,45100
-121.54,39.5,38,1438,310,779,275,1.3289,39400
-121.53,39.49,19,1537,329,617,274,1.5313,50300
-121.54,39.48,29,2896,596,1809,617,1.8047,53800
-121.49,39.49,20,2505,468,1174,429,2.9965,88900
-121.52,39.49,30,1217,238,677,233,2.6563,63600
-121.55,39.45,18,2278,523,1185,475,1.3611,60600
-121.52,39.43,15,2119,389,1079,374,2.3566,80400
-121.59,39.39,22,2515,482,1284,462,2.1776,73800
-121.67,39.37,27,2599,502,1241,502,1.9943,86300
-121.65,39.35,24,1003,251,1098,227,1.7552,86400
-121.69,39.36,29,2220,471,1170,428,2.3224,56200
-121.7,39.37,32,1852,373,911,365,1.7885,57000
-121.7,39.36,46,1210,243,523,242,1.91,63900
-121.7,39.36,37,2330,495,1505,470,2.0474,56000
-121.74,39.38,27,2596,435,1100,409,2.3243,85500
-121.71,39.42,21,1432,284,862,275,2.2813,57600
-121.71,39.41,22,1814,342,941,323,2.1728,59400
-121.79,39.48,39,1105,180,408,166,3.3929,82100
-120.46,38.15,16,4221,781,1516,697,2.3816,116000
-120.55,38.12,10,1566,325,785,291,2.5,116100
-120.56,38.09,34,2745,559,1150,491,2.3654,94900
-120.54,38.07,37,736,148,339,140,2.2875,79900
-120.79,38.24,19,1003,235,538,190,2.9821,90400
-120.9,38.2,16,3120,641,1319,526,2.0472,93200
-120.88,38.16,8,2029,387,1000,364,4.0109,125900
-120.76,38.12,7,7188,1288,3175,1115,3.8488,130600
-120.65,38.28,21,3095,681,1341,546,2.1382,104000
-120.72,38.24,32,2685,543,1061,492,2.5473,101600
-120.67,38.19,17,2967,611,1387,564,2.0417,92600
-120.42,38.42,18,2912,663,999,411,2.7344,91900
-120.33,38.26,13,2962,546,252,103,4.4063,155800
-120.34,38.25,17,5497,1056,997,408,2.9821,111500
-121.91,39.03,48,1096,218,657,199,2.7841,65800
-122.13,39,23,3832,774,2435,747,2.2754,59200
-122.04,39.22,27,1446,295,670,281,3.2625,92800
-122.17,39.31,35,2791,552,1395,476,2.5625,62700
-121.72,38,7,7957,1314,4460,1293,4.9618,156500
-121.72,37.98,5,7105,1143,3523,1088,5.0468,168800
-121.71,37.99,27,3861,718,2085,707,3.3558,129700
-121.68,37.93,44,1014,225,704,238,1.6554,119400
-121.7,37.96,33,2396,452,1391,465,3.2813,151400
-121.7,37.93,19,2005,405,972,403,2.2216,156700
-121.6,37.9,5,14684,2252,4276,1722,6.9051,340900
-121.64,37.85,22,1999,415,967,320,4.4583,253900
-121.8,38.01,46,2273,495,1088,447,2.2532,109400
-121.84,38.02,46,66,22,37,21,0.536,87500
-121.78,38.01,19,2688,469,1216,422,4.4491,133900
-121.79,38.01,17,4032,814,1749,618,3.1728,146800
-121.79,38,34,3090,593,1588,566,3.6118,124700
-121.8,38.01,44,3184,581,1399,548,2.7234,110200
-121.81,37.99,18,2807,445,1315,437,4.8194,170400
-121.81,37.99,22,2331,359,1086,340,5.1435,150800
-121.82,37.98,13,3995,605,1969,607,5.0164,165200
-121.82,38.01,47,1265,254,587,247,2.6364,93500
-121.83,38,15,6365,1646,3838,1458,2.5495,103600
-121.83,37.99,18,2741,449,1507,460,4.7566,142500
-121.83,38,8,2572,738,1384,684,1.7161,75800
-121.84,37.99,13,4545,952,2188,901,3.3625,126100
-121.84,37.99,15,2380,385,1292,388,4.6029,142600
-121.79,38,36,1141,234,562,213,2.5893,108500
-121.79,37.99,10,4156,609,1878,586,5.6506,178600
-121.79,37.99,18,3646,534,1651,535,5.7321,164700
-121.8,38,34,2738,475,1316,459,3.5368,122500
-121.77,37.99,4,5623,780,2429,716,5.4409,205100
-121.88,38.03,10,2769,619,1045,469,4.1111,158600
-121.86,38.04,52,242,59,188,54,1.3958,67500
-121.87,38.02,52,2264,439,1403,476,2.7083,99400
-121.88,38.02,46,2112,466,1249,382,2.5737,87000
-121.89,38.02,36,2707,550,1827,545,3.3371,94600
-121.88,38.01,9,5329,1284,2827,1202,2.7374,150000
-121.88,38,22,721,117,367,129,5.3098,151900
-121.86,38,4,4075,927,2239,849,3.5857,165200
-121.87,38,17,2713,442,1475,415,4.8542,144100
-121.87,37.99,15,2203,312,1051,311,4.9783,163900
-121.9,38.01,16,2604,454,1696,481,4.6628,136000
-121.9,38.01,34,3779,766,2356,722,3.5129,110600
-121.9,38,14,1930,363,990,322,4.1094,162200
-121.9,38,14,2677,368,1288,375,6.0497,177500
-121.92,38.01,7,1632,248,879,262,6.1237,166000
-121.95,38.03,5,5526,1102,3207,1012,4.0767,143100
-121.94,38.03,27,1654,478,1141,420,1.4871,87100
-121.94,38.02,29,5765,1170,3266,1131,2.7907,113900
-121.92,38.03,16,2176,464,1410,434,3.5436,100200
-121.98,38.05,31,2810,518,1640,503,3.3661,98500
-122,38.03,4,2341,408,1235,431,6.0424,165900
-122.14,38.02,44,1625,432,825,385,2.0523,133900
-122.14,38.03,42,118,34,54,30,2.5795,225000
-122.13,38.01,51,1262,309,608,298,2.1974,139300
-122.13,38,33,2821,652,1206,640,2.5481,150800
-122.11,38.01,39,1313,306,575,231,3.1711,116100
-122.11,38.01,41,1345,272,718,283,3.3831,129400
-122.12,38,20,6992,1404,3221,1334,4.2042,166400
-122.09,38.02,37,1742,339,1128,345,3.8824,113700
-122.1,38.02,28,4308,824,2086,776,3.6523,159700
-122.09,38,6,10191,1882,4377,1789,5.2015,204200
-122.11,38,9,3424,583,1460,543,5.76,212600
-122.08,37.99,19,4657,739,1914,732,5.0509,199900
-122.09,37.99,19,3073,506,1773,493,5.4496,205400
-122.11,37.99,16,3913,710,1782,676,5.1297,206700
-122.1,37.97,18,4326,655,1753,646,5.6931,269600
-122.1,37.96,25,1374,206,569,235,6.3699,235500
-122.07,37.99,28,3310,574,1811,597,4.5401,166900
-122.07,37.98,12,6915,1639,2940,1468,4.0154,186100
-122.07,37.96,34,1692,290,836,289,5.0172,197100
-122.08,37.96,21,9135,1534,3748,1502,6.0859,266000
-122.07,37.95,39,2199,388,1025,385,4.5893,190000
-122.08,37.95,33,1043,157,425,148,4.8702,235600
-122.06,37.96,10,7136,1691,2959,1507,3.9816,182000
-122.07,37.94,30,1260,276,707,221,2.892,220800
-122.07,37.94,43,1454,234,683,258,4.475,265700
-122.09,37.95,32,1339,209,601,209,6.0265,247900
-122.04,38,16,3077,733,1447,709,3.2484,91100
-122.04,37.99,32,1504,279,749,267,3.2,134500
-122.04,37.99,36,2765,495,1478,441,4.125,136200
-122.05,37.97,16,60,10,65,19,6.1359,250000
-122.06,37.99,16,2445,469,721,474,2.8043,87500
-122.06,37.99,17,1319,316,384,269,1.8229,137500
-122.05,38,36,2476,472,1213,393,3.7333,136400
-122.03,38.01,27,3228,562,1666,588,4.5707,175900
-122.04,37.99,38,2675,541,1378,480,3.8897,139900
-122.03,37.98,45,2842,567,1261,535,3.6042,138200
-122.03,37.99,35,3103,537,1614,566,4.9022,169300
-122.02,37.99,37,2247,416,1237,397,4.45,161900
-122.03,37.98,44,1254,252,498,217,3.4531,148900
-122.01,37.98,29,2001,373,956,370,4.317,194000
-122,37.99,28,4035,641,1881,659,5.4607,192300
-121.99,37.98,23,2293,411,969,399,4.4536,184000
-122,37.98,36,404,77,237,88,4.525,161300
-122.01,37.98,34,1256,267,638,252,4.0507,161000
-121.97,37.97,27,1691,289,807,296,6.1168,210500
-121.97,37.96,28,1433,290,877,313,4.7891,184800
-121.96,37.96,28,1838,273,899,270,5.2145,229200
-121.96,37.95,7,3418,740,1583,676,3.6133,196100
-121.98,37.97,26,2714,390,1232,409,5.9617,231100
-121.99,37.97,30,3320,589,1470,543,4.6071,184100
-122,37.96,32,3364,666,1980,678,3.7,179000
-122,37.96,28,4071,713,2033,647,4.5833,190700
-121.98,37.96,12,5048,1122,2209,1014,3.1573,126700
-121.99,37.96,16,3324,479,1470,461,7.6166,260400
-121.99,37.96,17,2756,423,1228,426,5.5872,200600
-122.02,37.97,36,2342,436,1191,416,4,171000
-122.04,37.97,26,2470,626,1174,573,2.9861,160900
-122.04,37.97,21,6445,1839,3621,1735,2.5841,112500
-122.05,37.96,35,2190,384,1154,401,3.8456,159800
-122.04,37.96,28,1207,252,724,252,3.6964,165700
-122.01,37.95,8,3866,539,1555,513,6.0901,298200
-122.02,37.95,25,1205,260,608,272,2.4519,208300
-122.02,37.94,23,3516,661,1465,623,4.2569,213100
-122.02,37.94,19,3192,612,1317,594,4.125,267100
-122.01,37.93,25,2652,335,1062,334,7.5898,330200
-122.04,37.95,33,1653,334,814,328,3.1406,163100
-122.05,37.94,22,2105,354,993,365,4.6602,227800
-122.04,37.95,29,866,138,341,133,4.7188,197100
-122.05,37.95,22,5175,1213,2804,1091,2.85,144600
-122.03,37.94,21,5541,776,2214,737,5.5777,279300
-122.03,37.93,21,4712,624,1773,615,6.0918,344800
-122.05,37.93,5,4274,1153,1503,881,4.0473,266500
-122.02,37.92,26,5077,640,1872,636,7.4713,351200
-122.03,37.92,23,3318,408,1124,393,6.5847,358800
-122.01,37.91,21,10093,1269,3645,1219,7.6877,367700
-122.07,37.93,45,1544,244,614,238,5.0255,226000
-122.07,37.93,25,7201,1521,3264,1433,3.7433,252100
-122.08,37.92,28,2377,469,1068,435,4.4561,250000
-122.07,37.91,28,1731,295,810,295,5.0391,259800
-122.07,37.91,33,1550,277,638,254,3.6833,292500
-122.08,37.89,39,3018,501,1223,489,6.2924,283900
-122.06,37.88,34,4781,703,1879,714,6.5378,340900
-122.05,37.9,24,4125,1020,1699,873,2.9526,271000
-122.05,37.9,32,2676,484,986,473,4.6528,335700
-122.05,37.89,37,1677,269,689,283,4.2625,310600
-122.05,37.9,32,4498,862,1818,851,4.8088,321200
-122.04,37.9,20,5467,1044,2310,963,5.6986,275800
-122.03,37.86,29,3025,477,1035,452,6.112,390600
-121.94,37.73,22,6719,1068,2843,994,6.1265,260300
-121.95,37.74,19,1127,170,518,167,6.3325,250000
-121.94,37.75,17,2559,370,1238,377,6.2781,269800
-121.97,37.79,17,5688,824,2111,773,6.6131,312500
-121.98,37.8,16,2498,330,1027,343,8.155,343700
-121.96,37.81,12,6488,778,2404,765,8.3188,403400
-121.94,37.8,8,11336,1657,4089,1555,7.8287,369200
-121.95,37.78,4,14652,2826,5613,2579,6.3942,356700
-121.96,37.76,8,3865,463,1548,432,9.7037,425100
-121.94,37.76,4,6875,1439,2889,1307,4.6932,356100
-122.02,37.84,34,1879,265,729,263,7.7072,443800
-122.01,37.83,30,3917,549,1330,544,6.5617,386600
-122.03,37.87,21,3521,447,1396,467,8.2673,358700
-122.02,37.87,14,3056,369,1209,377,8.4352,441400
-122.03,37.86,25,3004,393,1145,376,7.2655,494000
-121.96,37.84,29,7479,977,2744,943,7.5139,398200
-121.99,37.83,16,2939,380,1177,396,8.0839,372000
-121.98,37.82,18,9117,1248,3280,1167,8.003,351300
-121.95,37.81,5,7178,898,2823,907,9.0776,450400
-122.1,37.9,38,827,144,368,136,6.5095,294400
-122.09,37.89,35,880,139,352,132,6.8686,406500
-122.1,37.89,21,3282,653,1398,601,5.2079,310300
-122.11,37.89,32,2372,516,1067,492,4.3235,279500
-122.11,37.88,37,4005,614,1602,606,6.4666,348200
-122.13,37.89,27,744,214,295,169,2.7411,350000
-122.13,37.87,18,1820,220,728,229,10.3713,426100
-122.14,37.88,34,6986,1096,2865,1124,6.2275,394400
-122.08,37.88,24,2059,462,410,294,2.3971,99400
-122.08,37.88,26,2947,647,825,626,2.933,85000
-122.08,37.87,24,6130,1359,1750,1286,2.9167,102700
-122.06,37.85,17,7475,1556,2092,1449,3.6437,186500
-122.07,37.86,23,1025,205,263,191,3.12,155000
-122.07,37.86,17,1102,224,317,208,3.5893,206300
-122.09,37.86,27,5484,760,2212,770,7.6202,402600
-122.12,37.85,18,5252,686,1870,657,8.0074,454100
-122.14,37.86,20,6201,1182,2415,1141,4.5744,314000
-122.14,37.84,24,2131,343,874,373,5.6349,355600
-122.16,37.89,32,1779,241,721,258,8.7589,434500
-122.17,37.88,32,3633,508,1393,506,7.6917,401800
-122.17,37.88,33,3626,502,1348,480,7.6107,423200
-122.17,37.87,38,1261,177,472,183,6.917,438000
-122.2,37.89,37,3881,560,1315,517,7.3195,367500
-122.18,37.89,18,4845,735,1634,734,8.1489,499000
-121.78,37.97,4,17032,2546,7653,2359,5.5601,213700
-121.96,37.99,2,3129,707,1606,698,2.9591,210100
-121.96,37.94,26,3084,505,1557,501,5.1582,194700
-121.96,37.95,25,4026,791,1850,709,4.1483,181200
-121.95,37.94,21,3153,411,1318,431,6.8642,285400
-121.97,37.93,4,3241,464,1552,494,6.6134,307000
-122.01,37.92,18,2808,337,1038,337,8.3956,353600
-122.01,37.92,16,2638,345,1055,334,8.1163,365800
-121.93,37.89,13,2085,292,852,264,7.3445,366700
-121.92,37.96,14,5332,884,2093,839,5.2798,237400
-121.94,37.95,18,2541,355,986,346,7.1978,288000
-121.94,37.94,26,1299,174,533,180,6.2296,291700
-121.93,37.93,16,2169,262,877,245,6.6049,312600
-122.25,38.03,15,3338,532,1834,520,5.6293,197600
-122.2,37.96,9,6306,962,2581,911,6.7741,310700
-122.23,38.05,52,1736,358,638,297,2.5517,147100
-122.21,38.06,52,2735,559,1076,487,3.6154,155700
-122.2,38.04,31,3029,500,1236,487,5.6022,197000
-122.32,38.06,4,7999,1611,3596,1396,5.0969,174200
-122.36,38.03,32,2159,393,981,369,4.3173,175400
-122.31,38.01,18,4123,874,1895,772,3.2759,195000
-122.28,37.99,28,3801,622,1654,571,4.375,193300
-122.26,37.98,28,2038,329,947,349,5.1178,198000
-122.27,37.99,16,4921,737,2312,725,5.8899,243200
-122.26,38.02,5,3846,786,2053,716,5.0473,184800
-122.26,38,6,678,104,318,91,5.2375,246400
-122.27,37.97,10,15259,2275,7266,2338,6.0666,272400
-122.3,37.97,30,4030,772,1777,718,3.6393,184000
-122.29,37.97,20,3426,632,1512,580,4.4911,227400
-122.32,37.95,37,1887,353,895,359,4.45,196600
-122.31,37.94,38,1794,349,810,335,3.8343,191400
-122.31,37.94,38,2172,403,945,384,4.3958,194200
-122.31,37.99,25,6508,1137,3259,1081,4.2348,157800
-122.3,37.98,25,3807,806,1821,792,3.6518,164300
-122.33,38,35,3779,711,2493,679,2.9781,109000
-122.32,37.99,24,4865,968,2315,893,4.2852,173500
-122.32,38,32,2275,397,1233,418,4.0437,162800
-122.33,37.99,4,3999,1079,1591,887,3.911,112500
-122.36,37.96,31,1157,276,956,232,1.5347,80400
-122.37,37.96,37,1572,402,1046,350,0.7403,68600
-122.34,37.98,33,2014,410,1354,427,3.9773,131300
-122.35,37.96,32,1991,504,1139,423,2.0353,113600
-122.33,37.97,19,5151,1335,2548,1165,3.3125,158800
-122.33,37.96,46,1222,236,819,251,3.9118,129400
-122.35,37.96,29,1899,524,1357,443,1.875,97200
-122.35,37.96,34,1428,335,1272,319,2.5461,93900
-122.33,37.95,22,2099,569,1135,509,2.1915,120800
-122.34,37.96,15,6487,1717,3408,1560,2.1991,133300
-122.32,37.94,38,2751,522,1390,489,3.7277,165100
-122.32,37.93,40,1141,213,434,196,3.9464,186900
-122.33,37.94,45,1226,279,590,260,2.8833,140400
-122.33,37.94,44,1769,332,828,309,4.0526,150800
-122.34,37.95,45,1128,240,702,270,3.6719,134100
-122.33,37.95,45,1585,329,981,373,3.0313,135800
-122.34,37.95,44,1788,368,933,329,2.875,133400
-122.36,37.95,38,1042,289,773,248,2.7714,104700
-122.34,37.94,47,2313,433,947,430,3.942,143300
-122.34,37.94,44,1917,444,936,435,2.7391,140300
-122.34,37.94,31,1611,455,786,411,1.681,145500
-122.34,37.94,42,2206,451,989,444,3.125,143900
-122.35,37.94,45,2112,493,1406,452,2.3456,105200
-122.35,37.94,47,1275,275,844,273,2.8967,95600
-122.36,37.94,26,1540,343,1007,338,1.3365,72900
-122.37,37.94,49,969,229,599,195,1.3167,71600
-122.36,37.93,17,1258,254,885,229,3.05,121600
-122.37,37.94,40,1064,266,912,239,1.0521,69100
-122.38,37.91,18,3507,711,1224,676,5.0524,269800
-122.41,37.94,52,154,33,89,38,3.2875,275000
-122.34,37.93,30,2515,481,1327,428,2.1287,95000
-122.36,37.93,42,1796,389,1107,372,1.9375,87000
-122.35,37.92,36,921,200,585,236,1.9224,94000
-122.36,37.92,52,215,41,126,43,1.3929,104200
-122.35,37.91,4,2851,798,1285,712,4.2895,186800
-122.33,37.93,27,2158,424,1220,442,3.0156,111500
-122.34,37.93,45,2225,486,1304,459,2.64,112100
-122.32,37.92,29,2304,399,1377,454,5.0187,140600
-122.32,37.92,28,4649,977,2606,953,3.2674,129100
-122.32,37.91,34,2669,647,1341,555,2.6399,119600
-122.31,37.93,36,2403,408,917,404,5.0399,253400
-122.32,37.93,40,3056,489,1103,481,5.1067,247300
-122.32,37.94,47,1911,283,697,275,6.2712,267700
-122.3,37.92,32,3943,605,1524,614,6.0677,321600
-122.29,37.92,35,583,88,235,84,5.943,288200
-122.29,37.92,32,1736,234,602,231,6.516,401000
-122.31,37.93,36,1526,256,696,263,3.5089,261900
-122.32,37.93,33,296,73,216,63,2.675,22500
-122.31,37.92,30,1014,236,537,204,2.8456,183300
-122.3,37.92,33,1615,271,710,285,4.0804,239000
-122.31,37.91,31,1432,348,681,348,2.7243,218100
-122.3,37.91,39,2686,569,1159,559,2.9441,200400
-122.3,37.9,37,2125,489,912,462,2.9219,217200
-122.3,37.9,41,2053,435,873,415,3.4091,223000
-122.3,37.9,35,1102,308,688,303,2.3946,141700
-122.29,37.92,36,1450,235,568,234,6,311400
-122.29,37.91,38,2591,424,905,378,5.1691,263200
-122.29,37.91,46,2085,346,748,354,4.0536,262000
-122.28,37.9,49,3191,516,1148,507,6.3538,333700
-122.28,37.91,41,3009,482,1053,490,5.828,324400
-124.17,41.8,16,2739,480,1259,436,3.7557,109400
-124.3,41.8,19,2672,552,1298,478,1.9797,85800
-124.23,41.75,11,3159,616,1343,479,2.4805,73200
-124.21,41.77,17,3461,722,1947,647,2.5795,68400
-124.21,41.75,20,3810,787,1993,721,2.0074,66900
-124.17,41.76,20,2673,538,1282,514,2.4605,105900
-124.14,41.95,21,2696,578,1208,494,2.275,122400
-123.83,41.88,18,1504,357,660,258,3.13,116700
-123.92,41.54,22,2920,636,1382,499,2.0202,71100
-119.94,38.96,20,1451,386,467,255,1.5536,212500
-119.95,38.95,22,1058,352,851,269,2.02,87500
-119.95,38.95,21,2046,580,952,353,1.7245,92200
-119.95,38.94,24,2180,517,755,223,2.5875,173400
-119.94,38.92,24,1258,216,235,96,4.6,136800
-119.98,38.94,25,1339,328,503,219,1.9018,109700
-119.99,38.94,22,3119,640,786,351,3.0806,118500
-119.99,38.93,23,1882,414,673,277,2.9091,141900
-119.98,38.93,25,1262,293,534,226,2.6607,90400
-119.98,38.92,28,1408,312,522,221,2.0708,89600
-120,38.93,17,8005,1382,999,383,3.9722,313400
-120.01,38.93,22,3080,610,1045,425,2.996,126100
-120.01,38.92,23,964,246,485,198,1.7188,96100
-120.02,38.91,22,2138,493,829,330,2.2056,107200
-120.02,38.92,24,1194,246,414,151,3.2396,101900
-119.99,38.88,17,2807,529,675,251,2.7457,107800
-119.92,38.91,15,3831,625,984,328,5.0718,162500
-119.96,38.84,17,2722,512,828,289,3.5714,109700
-120.04,38.86,16,2708,481,712,261,3.7891,117700
-120.03,38.89,15,3042,588,918,336,3.8333,118800
-120.06,39.01,19,2967,528,112,48,4.0714,437500
-120.72,38.94,10,1604,352,540,190,3.7625,113200
-120.92,38.86,11,1720,345,850,326,3.2027,128600
-120.84,38.81,11,1280,286,609,248,3.1635,132600
-120.79,38.83,15,1374,291,709,239,1.7222,118500
-120.3,38.9,11,1961,435,113,53,0.9227,95500
-121.08,38.67,10,2499,331,1040,333,6.844,239600
-121.06,38.7,9,13255,1739,5001,1627,6.314,228900
-120.99,38.69,5,5743,1074,2651,962,4.1163,172500
-121.02,38.66,4,7392,1155,3096,1065,4.5246,198900
-120.95,38.69,10,3421,563,1689,545,5.2032,217100
-120.97,38.65,9,3707,602,1601,555,4.0714,300600
-120.93,38.65,12,2213,384,1097,351,4.5568,170100
